Category,Headline,Author,Date,Description,Image URL,Article Body
technology,"HCLTech to hire 10,000 freshers in FY24",,2023-10-13T03:23:51.000Z,"HCLTech to hire 10,000 freshers in FY24",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697166628782_43.jpg?,"HCLTech said it will target hiring 10,000 freshers this year, compared to around 27,000 freshers hired in 2022-23. In the second quarter ended September 30, the company's attrition stood at 14.2%. ""We consciously didn't backfill attrition as a lot of freshers we hired in the last 18 months are now ready to be deployed,"" CEO and MD C Vijayakumar said."
technology,"I.N.D.I.A bloc writes to Pichai, Zuckerberg; demands platforms' neutrality during polls",,2023-10-12T17:00:56.000Z,"I.N.D.I.A bloc writes to Pichai, Zuckerberg; demands platforms' neutrality during polls",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697128974234_808.jpg?,"I.N.D.I.A. alliance wrote letters to Meta CEO Mark Zuckerberg and Google CEO Sundar Pichai, citing Washington Post's investigations and adding they show that their platforms are culpable of inciting communal hatred in India. ""Further, we have data that shows...suppression of Opposition leaders' content,"" the letters said. It demanded that the platforms maintain neutrality in upcoming polls."
technology,"HCLTech's net profit rises 9.8% to ₹3,832 cr, revenue up 8% in Q2",,2023-10-12T16:48:26.000Z,"HCLTech's net profit rises 9.8% to ₹3,832 cr, revenue up 8% in Q2",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697119044584_202.jpg?,"HCLTech reported a 9.8% YoY increase in its net profit from ₹3,489 crore in the July-September 2022 quarter to ₹3,832 crore in the July-September 2023 quarter. Meanwhile, its revenue rose 8% YoY from ₹24,686 crore in Q2 FY23 to ₹26,672 crore in Q2 FY24. HCLTech trimmed its FY24 revenue guidance from 6%-7% to 4%-5%"
technology,"HCLTech to roll out pay hikes from Oct, 90% staff to be eligible",,2023-10-12T16:27:55.000Z,"HCLTech to roll out pay hikes from Oct, 90% staff to be eligible",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697121413277_164.jpg?,"HCLTech Chief People Officer Ramachandran Sundararajan said the IT major will roll out pay hikes for its employees from October and 90% of its staff will be eligible for the same. Meanwhile, mid and senior management at HCLTech will not be taking pay hikes in FY24, Sundararajan said. The firm's attrition rate has effectively dropped to pre-COVID-19 levels, he added."
technology,"18-yr-old US boy, rejected by 16 out of 18 colleges, hired by Google as software engineer",,2023-10-12T16:14:33.000Z,"18-yr-old US boy, rejected by 16 out of 18 colleges, hired by Google as software engineer",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697122713915_94.jpg?,"Stanley Zhong, an 18-year-old boy from US' Palo Alto who was rejected by 16 out of 18 colleges he applied at, has been hired by Google as a software engineer. He was rejected by colleges including Massachusetts Institute of Technology, UC Berkeley, Carnegie Mellon and Caltech, among others. Stanley had started his startup called RabbitSign during his high school days."
technology,"HCLTech sees attrition dip to 14.2%, staff count at 2.2 lakh in Q2",,2023-10-12T15:52:20.000Z,"HCLTech sees attrition dip to 14.2%, staff count at 2.2 lakh in Q2",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/12_thu/img_1697119666052_11.jpg?,"HCLTech reported its attrition rate in the July-September 2023 quarter at 14.2%, down from a 16.3% attrition rate in the April-June 2023 quarter. The firm's headcount net reduced by 2,299 employees from the previous quarter and stood at 2.21 lakh in Q2 FY24. HCLTech added 3,630 freshers in the quarter, up over 127% from 1,597 freshers in Q1 FY24."
entertainment,"Got Race 3 because of Salman, will be thankful all my life: Bobby",,2023-10-15T09:50:47.000Z,"Got Race 3 because of Salman, will be thankful all my life: Bobby",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697361463334_349.jpg?,Actor Bobby Deol said that he would be thankful to Salman Khan all his life as he got 'Race 3' because of him. Bobby revealed that he got 'Race 3' after Salman asked him if he would take off his shirt (for a film). Bobby said that he said yes to that. He also spoke about 'Housefull 4' and 'Aashram'.
entertainment,Some of the films I chose to do make me cringe now: Richa Chadha,,2023-10-15T09:35:23.000Z,Some of the films I chose to do make me cringe now: Richa Chadha,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697357539518_983.jpg?,"Actress Richa Chadha has said that some of the films she chose to do in the past make her cringe now. ""I've been selective about the films I am quite choosy since the beginning, but that doesn't mean I haven't made mistakes...I often wonder why I agreed to do [some films],"" the 'Fukrey' actress further said."
entertainment,"Sugandha Mishra, Sanket Bhosale announce pregnancy; share pics",,2023-10-15T09:25:00.000Z,"Sugandha Mishra, Sanket Bhosale announce pregnancy; share pics ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697360326682_905.jpg?,"Sugandha Mishra and Sanket Bhosale announced on Sunday that they are expecting their first child. Sharing pictures from their maternity photo shoot, Sugandha and Sanket, in their joint post, wrote, ""The best is yet to come...Can't wait to meet our new addition. Kindly keep your love and blessings on."" The couple got married in 2021."
entertainment,Mom Babita was the backbone of Karisma's career: Kareena Kapoor,,2023-10-15T08:09:36.000Z,Mom Babita was the backbone of Karisma's career: Kareena Kapoor,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697353874379_326.jpg?,"Kareena Kapoor has said that her mother Babita was the backbone of her actress-sister Karisma Kapoor's career. ""I get my confidence and my independence from my mother...[She was] taking her down south, getting her that film, doing all of that. So, I saw my mother in a different light. She has been like a lioness with her cubs,"" Kareena added."
entertainment,"Famous filmmaker Dariush Mehrjui, his wife found stabbed to death at home in Iran",,2023-10-15T06:54:00.000Z,"Famous filmmaker Dariush Mehrjui, his wife found stabbed to death at home in Iran",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697351825400_741.jpg?,"Famous Iranian film director Dariush Mehrjui and his wife Vahideh Mohammadifar were stabbed to death in their home, state media reported on Sunday. An official said that the 83-year-old director's daughter, Mona Mehrjui, found the bodies when she went to visit them. There were knife wounds in their necks, the official stated."
entertainment,Salman shows he isn't listening but he's sharp as a knife: Kareena,,2023-10-15T06:52:44.000Z,Salman shows he isn't listening but he's sharp as a knife: Kareena,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697350801066_430.jpg?,"Actress Kareena Kapoor said that actor Salman Khan pretends that he is not listening to what happens around him but he is sharp as a knife. ""He relies on his persona and his personality, his super-duper stardom. His confidence is on another level. It's not like he isn't aware...He's listening to everything,"" Kareena added."
entertainment,"Shah Rukh Khan attends IOC session in Mumbai, picture surfaces",,2023-10-15T04:53:23.000Z,"Shah Rukh Khan attends IOC session in Mumbai, picture surfaces",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697344758311_441.jpg?,"Actor Shah Rukh Khan attended the International Olympic Committee (IOC) session that was held at the Nita Mukesh Ambani Cultural Centre (NMACC) in Mumbai on Saturday. Deepika Padukone, Alia Bhatt and Ranbir Kapoor also attended the event. A picture of the four actors surfaced online. Javelin thrower Neeraj Chopra also attended the session."
entertainment,I'd ask mom questions: Rajveer on handling rumours about dad Sunny,,2023-10-15T04:05:20.000Z,I'd ask mom questions: Rajveer on handling rumours about dad Sunny,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/15_sun/img_1697340264308_39.jpg?,"Actor Rajveer Deol opened up about dealing with rumours about his actor-father Sunny Deol's life as a child. ""As a kid, you take it very seriously, and you do get affected, and that's when you need to have more communication with your family members...I would ask my mom certain questions and she would tell me,"" he added."
entertainment,"Rakul, Tara Sutaria walk the ramp at Lakme Fashion Week",,2023-10-14T17:10:47.000Z,"Rakul, Tara Sutaria walk the ramp at Lakme Fashion Week ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697301065630_314.jpg?,"Actresses Rakul Preet Singh and Tara Sutaria walked the ramp at Lakme Fashion Week organised by the Fashion Design Council of India (FDCI). Rakul donned a lehenga by Bhumika Sharma while Tara turned showstopper for Mahima Mahajan. Rakul accessorised her look with silver earrings and a matching ring. Meanwhile, Tara chose a diamond choker necklace and bangles."
entertainment,"Lions roared in Ahmedabad, Jai Hind: Riteish on Ind's win vs Pak",,2023-10-14T17:00:32.000Z,"Lions roared in Ahmedabad, Jai Hind: Riteish on Ind's win vs Pak ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697299574433_103.jpg?,"After India defeated Pakistan by seven wickets in their World Cup 2023 match, Riteish Deshmukh wrote on X, ""Lions have roared in Ahmedabad...Jai Hind!"" ""Captain Rohit Sharma take a bow -incredible hitting. Shreyas Iyer took it home for us- But the player of the match is our very own. BOOM BOOM Jasprit Bumrah,"" he added."
entertainment,"We have it all, here we come for trophy: Devgn after India's win",,2023-10-14T16:22:36.000Z,"We have it all, here we come for trophy: Devgn after India's win",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697298786825_720.jpg?,"Actor Ajay Devgn took to X after India's triumph by seven wickets in their World Cup 2023 match against Pakistan, stating, ""The best bowling attack, the best batting line-up, we have it all!"" ""World Cup trophy. Here we come!"" he added in his tweet. ""Lions have roared in Ahmedabad,"" read a tweet from actor Riteish Deshmukh after India's win."
entertainment,"Filmmaker Quentin Tarantino visits an Israeli base amid war, pic surfaces",,2023-10-14T16:19:32.000Z,"Filmmaker Quentin Tarantino visits an Israeli base amid war, pic surfaces",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697299062220_285.jpg?,Filmmaker Quentin Tarantino visited an Israeli base to boost the Israel Defense Forces' morale amid the ongoing war. He was seen posing with troops in front of an aeroplane and the Israeli flag. Tarantino has been living in Tel Aviv with his Israeli musician wife Daniella Pick and their two children for the last two years.
entertainment,"Been in a lot of fights, used to carry swords & rods in car: Sunny",,2023-10-14T16:08:45.000Z,"Been in a lot of fights, used to carry swords & rods in car: Sunny",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697295704903_414.jpg?,"Sunny Deol in an interview with Mashable India spoke about getting into ""a lot of fights"". ""We used to carry swords, metal rods, hockey sticks in our cars. This was back in the day, there used to be gangs; times are different now,"" he added. Sunny also opened up about doing street races, saying, ""[We'd] provoke strangers into racing us."""
entertainment,"Actress Hazel Keech reveals she donated her hair, shares pic",,2023-10-14T15:29:50.000Z,"Actress Hazel Keech reveals she donated her hair, shares pic",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697296463894_377.jpg?,"Actress Hazel Keech took to Instagram to reveal she has donated her hair. ""I had decided when I cut my hair...I'd like to donate...[them]...to be made into wigs for people going through cancer treatments,"" she wrote. ""My husband [former cricketer Yuvraj Singh] shared what it feels like to watch all his hair...fall out while he was getting chemotherapy,"" Hazel added."
entertainment,"'Baby, will fast all 9 days of Navratri for you,' says Sukesh in letter to Jacqueline",,2023-10-14T14:58:38.000Z,"'Baby, will fast all 9 days of Navratri for you,' says Sukesh in letter to Jacqueline",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697294316761_81.jpg?,"Jailed conman Sukesh Chandrashekhar in a letter to actress Jacqueline Fernandez said he would fast for her all nine days of Navratri. ""Baby...I'm for the first time in my life, gonna fast all nine days for your well-being and mainly to ward away all the negativity around us,"" he said. ""We will be with each other very soon,"" he added."
entertainment,Aamir was apologetic and sad after 'Laal...' failure: Kareena,,2023-10-14T14:40:12.000Z,Aamir was apologetic and sad after 'Laal...' failure: Kareena  ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697289267942_747.jpg?,"Kareena Kapoor shared how Aamir Khan was ""apologetic and sad"" when she met him for the first time after the failure of 'Laal Singh Chaddha'. ""But you know what? It doesn't matter. I wrote a long letter (on WhatsApp) to both Aamir and the director (Advait Chandan), telling them...our relationships and talent don't depend on...outcome of a film,"" she added."
entertainment,"Manekshaw was handsome, I thought I wouldn't get his role: Vicky",,2023-10-14T14:12:04.000Z,"Manekshaw was handsome, I thought I wouldn't get his role: Vicky ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697290731491_811.jpg?,"Vicky Kaushal said that he thought he wouldn't get to portray Field Marshal Sam Manekshaw in 'Sam Bahadur' as he was very ""handsome"". He further shared that he agreed to do the film without even reading its script. Directed by Meghna Gulzar, the film will also feature Sanya Malhotra and Fatima Sana Shaikh, among others."
entertainment,It was rubbish: Kareena on report of 'catfight' with Priyanka,,2023-10-14T13:31:32.000Z,It was rubbish: Kareena on report of 'catfight' with Priyanka ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697285255025_742.jpg?,"Actress Kareena Kapoor, when asked if the 'catfight' that was reported between her and Priyanka Chopra was true, said, ""No, no, no, all rubbish."" ""I was like, what is going on?"" she added. Kareena further said 90s were full of reports about 'catfights' between actresses. ""Say anything, and it is reported as a catfight,"" she said."
entertainment,"Arijit Singh waves Team India jersey to celebrate Babar Azam's wicket, video viral",,2023-10-14T13:16:49.000Z,"Arijit Singh waves Team India jersey to celebrate Babar Azam's wicket, video viral",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697288010016_928.jpg?,"Singer Arijit Singh, who is at the Narendra Modi Stadium for the India-Pakistan World Cup match, was seen celebrating as Mohammed Siraj dismissed Pakistan captain Babar Azam. He was seen waving the India jersey after the wicket. India took 8 wickets for 36 runs and bowled Pakistan out for 191."
entertainment,Wanted to tell top B'wood actors not to do bold content: Suhasini,,2023-10-14T11:49:06.000Z,Wanted to tell top B'wood actors not to do bold content: Suhasini ,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697280321275_666.jpg?,"Actress-filmmaker Suhasini Maniratnam revealed that she once called her actress-friend Poonam Dhillon, saying she'd like to have a word with top actors in Bollywood asking them not to do bold scenes. ""And she said, 'Keep quiet and stay in Madras, don't come',"" Suhasini added. She also spoke about how leading actors doing bold scenes encourage this trend."
entertainment,Joe Jonas dismisses divorce case with Sophie Turner as couple reaches custody agreement,,2023-10-14T11:37:11.000Z,Joe Jonas dismisses divorce case with Sophie Turner as couple reaches custody agreement,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697282273162_970.jpg?,"Singer Joe Jonas has decided to dismiss his divorce case after he and Sophie Turner reached an agreement on how to handle custody of their children for the rest of the year, reported Page Six. The court documents, obtained by Page Six, state the estranged couple reached ""various agreements"". They plan to ""pursue an amicable resolution of all issues""."
entertainment,I had both COVID & dengue when I shot for my film: Salman on Gill playing after dengue,,2023-10-14T11:02:07.000Z,I had both COVID & dengue when I shot for my film: Salman on Gill playing after dengue,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697279749634_462.jpg?,"Salman Khan made an appearance in the Star Sports studio ahead of India vs Pakistan match. Salman encouraged players to ""hit outside the stadium"". In a special message for Shubman Gill, who recently recovered from dengue, Salman said, ""I shot...climax of 'Kisi Ka Bhai Kisi Ki Jaan' when I had both COVID and dengue. He's young...I think he should play."""
entertainment,"Was whacked by principal, that slap still rings in my ears: Ranbir",,2023-10-14T10:57:07.000Z,"Was whacked by principal, that slap still rings in my ears: Ranbir",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697278817709_284.jpg?,"Ranbir Kapoor, in a conversation with Hauser's YouTube channel, recalled getting the ""beating of his life"" from his school principal when he was trying to sneak out of his class. ""While I was crawling the principal came...in front of me and...he really whacked me and I still remember, the echo of that slap still resounds in my ears,"" added Ranbir."
entertainment,Indian team knows exactly what they are doing: Athiya on WC match vs Pak,,2023-10-14T10:40:53.000Z,Indian team knows exactly what they are doing: Athiya on WC match vs Pak,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697277571390_479.jpg?,"Actress Athiya Shetty, in an interview with India Today, wished the Indian cricket team for their World Cup 2023 match against Pakistan. ""I wish the team all the very best. The Indian team knows exactly what they are doing,"" the actress said. Athiya is married to India batter-wicketkeeper KL Rahul. Several Bollywood celebrities wished team India for the match."
entertainment,Tiger Shroff trolls Pakistan team with meme from his film 'Ganapath',,2023-10-14T10:06:29.000Z,Tiger Shroff trolls Pakistan team with meme from his film 'Ganapath',https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697276479509_705.jpg?,"Ahead of India-Pakistan ODI World Cup 2023 match, actor Tiger Shroff shared a meme on his Instagram Stories from his upcoming film 'Ganapath' to troll Pakistan team. The meme showed a glimpse of Pakistani players thinking about the match and a clip of Tiger beating up goons in the middle of action, referring to him as ""Indian batsman""."
entertainment,"Was asked to sit on hero's lap during shoot, I refused: Suhasini",,2023-10-14T09:56:07.000Z,"Was asked to sit on hero's lap during shoot, I refused: Suhasini ",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697275203504_661.jpg?,"Actress Suhasini Maniratnam shared that she was once asked to sit on a hero's lap during a shoot, which she refused to do. ""I said, 'It's in...park, in India, in 1981, no woman sits on...man's lap in...park, so I won't sit there',"" she added. Suhasini said she'd also refused to lick the same ice cream that the hero was eating."
entertainment,"Never liked alcohol, it's bitter & gives you a headache: Sunny",,2023-10-14T09:50:35.000Z,"Never liked alcohol, it's bitter & gives you a headache: Sunny",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697273229760_840.jpg?,"Actor Sunny Deol, in a recent interview with Mashable India, shared that he never liked alcohol. He recalled having alcohol in England ""to be a part of the society"". ""But I never understood it. It's so bitter, such a bad smell, and gives you a headache, so why drink it?"" Sunny further said."
entertainment,It wasn’t good at all: Shefali on marriage with Harsh Chhaya,,2023-10-14T09:09:27.000Z,It wasn’t good at all: Shefali on marriage with Harsh Chhaya,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697273523404_249.jpg?,"While talking about meeting her second husband Vipul Shah, actress Shefali Shah said he was a ""complete surprise"" for her because of her past experiences with men. ""I was in a marriage which wasn't good at all,"" Shefali said about her first husband-actor Harsh Chhaya. ""So I had these impressions of men...[that] all men are like this,"" she added."
entertainment,"PM Modi writes lyrics for Garba song, video released ahead of Navratri",,2023-10-14T09:01:02.000Z,"PM Modi writes lyrics for Garba song, video released ahead of Navratri",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697272658732_813.jpg?,"A Garba song penned by PM Narendra Modi years ago has been turned into a musical video. He thanked singer Dhvani Bhanushali and composer Tanishk Bagchi and said it brings back many memories. ""I've not written for many years now but I did manage to write a new Garba over...last few days, which I'll share during Navratri,"" PM Modi added."
entertainment,"Said no to 'Kapoor & Sons', 'Neerja' due to 'mom' bracket: Shefali",,2023-10-14T08:57:48.000Z,"Said no to 'Kapoor & Sons', 'Neerja' due to 'mom' bracket: Shefali",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697272659802_19.jpg?,"Shefali Shah said she was offered mother roles in 'Kapoor & Sons' and 'Neerja' after 'Dil Dhadakne Do'. ""I loved both of them. But I consciously said no,"" said Shefali, adding, ""I [didn't] want to get into that bracket where I'll never be able to come out."" She also talked about playing mother to Akshay Kumar at 32 in 'Waqt'."
entertainment,Maybe due to choice: Kareena on why Kapoor women didn't do acting,,2023-10-14T07:59:51.000Z,Maybe due to choice: Kareena on why Kapoor women didn't do acting,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697268934771_430.jpg?,"Actress Kareena Kapoor, in an interview, opened about why women in the Kapoor family, including actresses who married into the household, didn't work in films. ""Maybe it was their choice also,"" Kareena said. ""I think the women in the Kapoor family chose not to work...or maybe at that time...somebody said, 'Don't do it',"" she added."
entertainment,Anushka Sharma reaches Ahmedabad ahead of India-Pakistan World Cup match,,2023-10-14T06:32:02.000Z,Anushka Sharma reaches Ahmedabad ahead of India-Pakistan World Cup match,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697260386490_19.jpg?,Ex-India captain Virat Kohli's actress-wife Anushka Sharma has reached Ahmedabad ahead of India's ODI World Cup 2023 match against Pakistan at the Narendra Modi Stadium. Visuals showing the actress arriving at the Ahmedabad airport amid tight security have surfaced online. Cricketer-commentator Dinesh Karthik also shared a picture with Anushka and Sachin Tendulkar from their flight.
entertainment,"SRK once visited 'Jassi..' set with kids, said they loved me: Mona",,2023-10-14T04:56:45.000Z,"SRK once visited 'Jassi..' set with kids, said they loved me: Mona",https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697258135228_78.jpg?,"Actress Mona Singh, in an interview with Radio Nasha, recalled that Shah Rukh Khan once visited set of her show 'Jassi Jaissi Koi Nahin' with his kids Aryan and Suhana. Mona added, ""He came and told me, 'My kids love you.' I was like, 'Really?' He said, 'They only eat their food after listening to your title track.'"""
entertainment,My father had to succumb to trash roles to pay bills: Meezaan,,2023-10-14T04:26:49.000Z,My father had to succumb to trash roles to pay bills: Meezaan,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697256288454_917.jpg?,"Actor Meezaan Jafri, in an interview with Bollywood Bubble, said that his father Jaaved Jaaferi had to ""succumb to a lot of trash"" roles in his career. ""He had to do it because he knew that he didn't have any work. He knew he has to pay for bills and [his] child's tuition fees,"" the 'Yaariyan 2' actor added."
entertainment,Jada reveals she was 'shocked' when Will called her wife at Oscars,,2023-10-14T03:44:16.000Z,Jada reveals she was 'shocked' when Will called her wife at Oscars,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697253837092_691.jpg?,"Jada Pinkett Smith, who recently revealed she and her husband Will Smith have been ""secretly"" separated for seven years, said she was ""shocked"" when Will called her his ""wife"" after slapping comedian Chris Rock at Oscars 2022. ""We haven't called each other husband and wife in a long time. I'm like what is going on?"" the actress recalled."
entertainment,Casting agent asked me to compromise to get ad: TV actress Mrinal,,2023-10-14T03:05:47.000Z,Casting agent asked me to compromise to get ad: TV actress Mrinal,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/14_sat/img_1697251775705_865.jpg?,"Television actress Mrinal Navell, known for her role in 'Kundali Bhagya', revealed that a casting agent once asked her to compromise for a role in a commercial. Mrinal recalled that the ad was with actor Kartik Aaryan. She said the agent told her it will be ""a casual hookup, just a night out, and we can sign the contract there""."
entertainment,Priyanka and Sophie unfollow each other on Instagram amid Sophie's divorce with Joe Jonas,,2023-10-13T17:46:03.000Z,Priyanka and Sophie unfollow each other on Instagram amid Sophie's divorce with Joe Jonas,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697217958941_779.jpg?,"Priyanka Chopra and Sophie Turner have unfollowed each other on Instagram amid Sophie's divorce with Joe Jonas. Although Sophie no longer follows Priyanka, she still follows Priyanka's husband, singer Nick Jonas. Joe and Sophie filed for divorce last month, after four years of marriage. Priyanka has not commented on the ongoing divorce of Joe and Sophie."
entertainment,Boney Kapoor shares pics of Sridevi when she was pregnant with Janhvi Kapoor,,2023-10-13T16:23:27.000Z,Boney Kapoor shares pics of Sridevi when she was pregnant with Janhvi Kapoor,https://static.inshorts.com/inshorts/images/v1/variants/jpg/m/2023/10_oct/13_fri/img_1697212466057_243.jpg?,"Producer Boney Kapoor shared pictures of his late wife, actress Sridevi from when she was pregnant with Janhvi Kapoor. ""Magic of Gautam Rajadhyaksha...these pictures were shot by him at his home while Sri was pregnant with Janhvi, created these images with just natural source of light,"" he wrote. Boney had earlier refuted rumours that Janhvi was born out of wedlock."
